Investor_Id,first,IT,early,year
42114-25,0,1,1,2016
42134-05,0,0,1,2016
42143-32,0,0,0,2016
42150-79,0,0,1,2016
42151-42,0,1,0,2016
42155-83,0,1,0,2016
42156-01,0,0,1,2016
42156-73,0,0,0,2016
42173-20,0,1,1,2016
42183-19,0,1,1,2016
42189-31,0,0,1,2016
42202-18,0,1,1,2016
42202-81,0,0,1,2016
42205-24,0,1,1,2016
42205-42,0,1,1,2016
42228-73,0,0,1,2016
42240-79,0,1,1,2016
42241-78,0,1,1,2016
42242-14,0,0,0,2016
42246-64,0,0,0,2016
42246-73,0,1,1,2016
42247-63,0,1,0,2016
42248-71,0,0,0,2016
42252-85,0,1,0,2016
42254-83,0,0,1,2016
42256-27,0,0,1,2016
42256-63,1,0,1,2016
42258-16,0,1,0,2016
42259-06,0,1,1,2016
42259-24,0,1,1,2016
42264-91,0,1,0,2016
42274-45,0,0,0,2016
42278-41,0,1,1,2016
42278-77,0,0,1,2016
42278-86,0,0,1,2016
42282-37,0,0,1,2016
42283-18,0,1,0,2016
42284-62,0,1,1,2016
42297-04,0,1,1,2016
42300-10,0,0,1,2016
42304-60,0,0,1,2016
42305-95,0,0,1,2016
42308-83,0,0,1,2016
42310-54,1,0,0,2016
42326-38,0,0,1,2016
42329-89,0,1,1,2016
42330-16,0,0,1,2016
42336-37,0,1,1,2016
42340-15,0,0,0,2016
42342-49,0,0,0,2016
42344-47,0,0,0,2016
42348-43,0,0,1,2016
42348-97,1,0,1,2016
42349-87,1,0,1,2016
42360-22,0,1,1,2016
42360-31,0,1,1,2016
42363-73,0,0,0,2016
42365-62,0,0,0,2016
42389-47,0,0,1,2016
42447-16,0,0,1,2016
42455-89,0,0,0,2016
42460-57,0,1,0,2016
42463-99,0,0,0,2016
42465-43,0,0,0,2016
42476-86,1,0,1,2016
42488-47,0,1,0,2016
42508-00,0,0,0,2016
42520-24,1,0,1,2016
42711-76,0,0,0,2016
42715-00,0,1,1,2016
42715-09,0,1,1,2016
42723-82,0,0,1,2016
42728-77,0,1,1,2016
42737-23,1,0,1,2016
42739-66,0,0,1,2016
42739-75,0,0,0,2016
42741-91,0,1,1,2016
42755-77,0,1,1,2016
42757-93,0,1,1,2016
42767-20,0,0,0,2016
42770-53,0,1,0,2016
42771-34,1,0,1,2016
42775-48,0,1,1,2016
42784-39,0,0,1,2016
42785-11,0,0,1,2016
42785-38,0,0,1,2016
42787-63,0,0,1,2016
42788-17,0,0,1,2016
42788-26,0,1,1,2016
42790-60,0,0,1,2016
42796-99,0,0,0,2016
42802-93,0,0,1,2016
42810-94,0,1,1,2016
42833-44,0,0,0,2016
42833-98,0,0,1,2016
42834-43,0,0,1,2016
42837-67,0,1,0,2016
42839-74,0,1,0,2016
42839-92,0,1,0,2016
42840-73,0,1,1,2016
42840-82,0,1,0,2016
42841-27,0,1,0,2016
42846-31,0,0,1,2016
42849-46,0,1,0,2016
42850-00,0,1,0,2016
42852-25,0,1,0,2016
42855-58,0,1,0,2016
42856-84,0,1,1,2016
42857-74,0,0,1,2016
42858-91,0,1,1,2016
42862-24,0,0,0,2016
42864-40,0,0,1,2016
42871-51,0,0,1,2016
42874-30,0,0,0,2016
42876-55,0,1,0,2016
42883-84,0,0,1,2016
42889-96,0,1,0,2016
42906-61,0,1,0,2016
42909-13,1,0,1,2016
42909-58,0,1,0,2016
42925-33,0,1,1,2016
42926-23,0,1,1,2016
42941-44,0,0,0,2016
42943-96,0,1,0,2016
42944-05,0,0,1,2016
42955-30,0,0,1,2016
42957-28,0,0,1,2016
42967-45,0,0,1,2016
42968-17,0,0,1,2016
42976-72,0,0,0,2016
42988-78,0,1,1,2016
42995-26,0,1,1,2016
42999-58,0,1,1,2016
43003-54,0,0,1,2016
43004-62,0,0,1,2016
43011-19,0,1,1,2016
43014-79,0,1,1,2016
43039-27,0,1,1,2016
43044-13,0,0,0,2016
43053-49,0,0,0,2016
43057-36,0,0,0,2016
43058-08,0,1,0,2016
43064-47,0,1,0,2016
43074-01,1,0,1,2016
43075-63,1,0,1,2016
43076-53,0,1,0,2016
43081-57,0,1,0,2016
43085-53,0,1,1,2016
43114-15,0,0,1,2016
43125-94,0,1,1,2016
43126-03,1,1,1,2016
43133-95,0,1,0,2016
43140-61,0,0,0,2016
43225-93,0,0,1,2016
43226-11,0,1,1,2016
44160-40,1,0,1,2016
44459-02,0,0,0,2016
44459-38,0,1,1,2016
44756-83,0,0,1,2016
44791-39,1,1,1,2016
44792-56,1,0,0,2016
45703-99,0,1,1,2016
45704-44,0,1,1,2016
46194-67,1,1,1,2016
47291-95,0,0,1,2016
47556-19,1,1,0,2016
47658-25,0,0,1,2016
47659-78,0,0,1,2016
48126-25,0,0,1,2016
48176-38,0,1,1,2016
49309-12,0,0,0,2016
49310-02,1,1,1,2016
49310-11,0,1,1,2016
49922-20,0,1,1,2016
49922-29,0,1,1,2016
50880-43,0,0,0,2016
50883-76,0,1,0,2016
50893-66,0,0,1,2016
50900-41,0,1,0,2016
50900-77,0,1,1,2016
50901-76,0,1,0,2016
50901-85,0,1,0,2016
50901-94,0,1,0,2016
50906-17,0,0,0,2016
50906-26,0,1,1,2016
50907-70,0,0,1,2016
50911-66,0,0,1,2016
50911-84,0,1,1,2016
50913-46,0,0,0,2016
50917-42,0,0,1,2016
50918-14,0,0,0,2016
50918-68,0,1,1,2016
50919-40,0,0,0,2016
50924-26,0,1,1,2016
50925-70,1,1,1,2016
50927-05,0,1,1,2016
50931-73,0,1,0,2016
50931-82,0,1,1,2016
50933-17,0,0,0,2016
50937-31,0,0,1,2016
50938-39,0,0,0,2016
50943-70,0,1,1,2016
50946-31,0,1,1,2016
50949-10,0,1,1,2016
50951-62,0,0,1,2016
50951-71,0,0,1,2016
50959-27,0,1,1,2016
50973-04,0,1,1,2016
50973-49,0,1,1,2016
50974-39,0,0,1,2016
50980-24,0,0,1,2016
50980-51,0,1,1,2016
50980-60,0,1,1,2016
50980-69,0,0,1,2016
50981-14,0,1,1,2016
50984-74,0,1,1,2016
50986-90,0,1,1,2016
50987-71,0,1,1,2016
50987-89,0,1,1,2016
50987-98,0,0,0,2016
50990-59,1,1,1,2016
50990-68,0,0,1,2016
50991-31,0,1,1,2016
50991-49,0,0,0,2016
50991-58,0,0,1,2016
50993-92,0,0,0,2016
50994-01,0,0,0,2016
50994-64,1,0,1,2016
50996-62,0,1,1,2016
51000-49,1,1,1,2016
51001-03,0,1,1,2016
51001-57,0,0,1,2016
51001-93,1,1,1,2016
51004-09,0,1,0,2016
51004-18,0,0,0,2016
51004-36,0,0,1,2016
51004-54,0,0,0,2016
51004-81,0,0,0,2016
51005-08,0,0,0,2016
51005-26,0,0,1,2016
51005-53,0,1,1,2016
51005-80,0,1,0,2016
51006-25,0,0,1,2016
51007-51,1,1,1,2016
51009-13,0,0,0,2016
51009-31,0,1,0,2016
51009-49,0,1,1,2016
51016-51,0,1,1,2016
51016-60,0,0,1,2016
51016-78,0,0,0,2016
51017-50,0,1,1,2016
51020-65,0,1,1,2016
51021-91,0,0,1,2016
51022-00,0,1,1,2016
51023-17,1,0,1,2016
51023-26,0,0,1,2016
51025-42,1,0,1,2016
51029-47,0,1,1,2016
51032-62,0,1,1,2016
51033-07,0,1,1,2016
51035-41,0,0,0,2016
51035-59,0,1,1,2016
51036-49,0,0,0,2016
51037-12,1,0,1,2016
51037-39,0,0,1,2016
51037-48,0,0,0,2016
51038-29,0,0,0,2016
51038-56,0,0,1,2016
51038-83,0,0,0,2016
51041-26,0,1,1,2016
51042-43,0,1,0,2016
51042-70,0,0,0,2016
51043-24,0,0,0,2016
51043-51,0,0,0,2016
51044-86,0,1,1,2016
51048-19,0,0,0,2016
51048-28,0,1,1,2016
51048-37,0,1,0,2016
51048-55,1,0,1,2016
51050-17,0,1,0,2016
51057-82,0,0,1,2016
51057-91,0,0,0,2016
51061-15,0,0,1,2016
51061-51,0,0,0,2016
51061-60,0,0,1,2016
51062-77,0,1,1,2016
51062-86,0,0,1,2016
51063-31,0,0,1,2016
51063-49,0,1,1,2016
51069-07,0,1,1,2016
51073-93,0,0,1,2016
51074-56,0,0,0,2016
51076-45,0,0,1,2016
51076-63,0,0,0,2016
51076-81,0,1,0,2016
51077-08,0,1,0,2016
51077-44,0,0,0,2016
51084-55,0,0,0,2016
51085-54,0,1,0,2016
51089-77,0,1,1,2016
51090-58,0,1,0,2016
51094-72,0,1,1,2016
51094-81,0,0,1,2016
51094-99,0,0,0,2016
51095-17,0,0,0,2016
51095-26,0,1,1,2016
51095-62,0,1,1,2016
51097-51,0,0,1,2016
51097-60,0,1,1,2016
51098-59,0,0,0,2016
51099-22,0,0,1,2016
51102-10,0,0,0,2016
51102-19,0,0,1,2016
51106-87,0,0,1,2016
51106-96,0,0,1,2016
51111-19,0,1,1,2016
51111-37,0,0,0,2016
51111-46,0,1,1,2016
51116-68,1,0,0,2016
51118-21,0,1,1,2016
51121-09,0,0,1,2016
51124-78,0,1,0,2016
51125-05,0,0,0,2016
51125-77,0,0,1,2016
51126-40,0,0,1,2016
51130-63,1,0,0,2016
51131-71,0,1,0,2016
51132-34,0,0,0,2016
51135-58,0,1,0,2016
51136-30,0,0,0,2016
51143-68,0,0,1,2016
51144-13,0,0,1,2016
51145-75,0,1,1,2016
51145-93,0,1,1,2016
51160-87,0,0,0,2016
51161-05,0,1,1,2016
51162-31,0,0,0,2016
51166-18,0,0,0,2016
51167-26,0,1,0,2016
51167-44,0,0,1,2016
51167-62,0,1,1,2016
51180-58,0,0,1,2016
51181-66,0,0,1,2016
51181-84,0,1,0,2016
51182-47,0,1,1,2016
51187-33,0,0,0,2016
51189-85,0,1,0,2016
51189-94,0,0,1,2016
51191-65,1,1,0,2016
51194-35,0,0,0,2016
51199-03,0,1,1,2016
51201-10,0,1,1,2016
51204-16,0,1,0,2016
51209-02,0,1,1,2016
51212-98,0,0,0,2016
51216-04,0,0,0,2016
51216-67,0,1,1,2016
51219-01,0,1,0,2016
51243-40,0,0,0,2016
51246-64,1,0,0,2016
51249-07,0,1,1,2016
51249-34,0,1,0,2016
51253-75,0,1,1,2016
51253-84,0,1,1,2016
51254-02,0,0,1,2016
51257-26,0,1,0,2016
51258-61,0,1,0,2016
51262-57,0,0,0,2016
51262-93,0,0,0,2016
51263-47,0,0,1,2016
51265-09,0,0,0,2016
51269-50,0,1,1,2016
51273-01,0,1,1,2016
51279-40,0,1,1,2016
51279-67,0,0,1,2016
51288-13,0,0,0,2016
51288-22,0,1,0,2016
51290-83,1,1,1,2016
51296-59,0,0,0,2016
51301-09,0,0,1,2016
51311-35,0,1,1,2016
51311-62,0,0,1,2016
51312-25,0,0,1,2016
51312-97,0,0,1,2016
51313-15,0,0,0,2016
51322-24,0,0,1,2016
51324-76,0,1,1,2016
51327-55,0,1,1,2016
51341-86,0,0,0,2016
51375-79,0,0,0,2016
51375-97,0,0,1,2016
51376-15,0,0,0,2016
51386-23,0,0,0,2016
51389-83,0,0,0,2016
51391-54,0,0,0,2016
51399-28,0,0,0,2016
51405-22,0,1,0,2016
51407-11,1,1,0,2016
51409-09,0,1,1,2016
51409-27,0,1,1,2016
51410-53,0,1,1,2016
51423-40,0,0,0,2016
51428-17,0,0,0,2016
51435-10,0,0,0,2016
51435-46,0,0,1,2016
51437-44,0,0,0,2016
51438-79,0,0,0,2016
51440-95,0,0,0,2016
51441-13,0,0,0,2016
51441-85,0,1,1,2016
51446-26,0,1,0,2016
51448-87,1,0,1,2016
51454-99,0,1,0,2016
51455-80,0,1,0,2016
51460-12,0,1,1,2016
51463-18,0,0,1,2016
51463-27,0,0,1,2016
51464-53,0,1,1,2016
51464-98,0,0,0,2016
51468-13,0,0,0,2016
51468-67,0,1,1,2016
51468-94,0,1,1,2016
51469-48,0,0,1,2016
51472-45,0,1,1,2016
51472-63,0,1,1,2016
51472-99,0,1,1,2016
51474-25,0,0,1,2016
51477-67,0,1,1,2016
51477-76,0,1,1,2016
51477-85,0,1,0,2016
51478-39,0,1,1,2016
51478-84,0,0,1,2016
51480-28,0,0,1,2016
51483-16,0,1,1,2016
51485-32,0,0,1,2016
51485-95,0,1,0,2016
51486-40,0,1,0,2016
51487-30,0,0,1,2016
51488-74,0,1,1,2016
51490-27,0,0,1,2016
51490-72,0,1,0,2016
51491-98,0,0,1,2016
51493-87,0,0,1,2016
51496-03,0,0,1,2016
51496-84,0,0,0,2016
51499-72,0,0,0,2016
51499-90,0,0,1,2016
51500-08,0,1,1,2016
51500-35,0,1,0,2016
51501-07,0,1,1,2016
51501-97,1,0,0,2016
51505-39,0,1,1,2016
51507-64,0,0,0,2016
51508-36,0,1,0,2016
51508-72,0,1,1,2016
51508-99,0,1,1,2016
51509-53,0,0,0,2016
51516-10,0,0,0,2016
51518-53,0,0,0,2016
51519-88,0,0,0,2016
51524-47,0,0,0,2016
51529-33,0,1,1,2016
51533-83,0,0,1,2016
51536-62,0,0,0,2016
51536-80,0,1,0,2016
51540-85,0,0,0,2016
51545-08,0,1,0,2016
51550-39,0,0,0,2016
51552-19,0,1,1,2016
51562-45,0,1,1,2016
51563-35,0,0,1,2016
51566-05,0,0,1,2016
51566-41,1,0,1,2016
51567-58,0,0,1,2016
51573-16,0,0,0,2016
51577-30,0,0,0,2016
51586-39,0,1,1,2016
51588-82,0,1,1,2016
51594-22,0,1,1,2016
51595-21,0,0,1,2016
51599-53,0,0,1,2016
51609-88,0,0,0,2016
51612-13,0,0,1,2016
51612-22,0,0,0,2016
51618-52,0,0,0,2016
51621-58,0,1,0,2016
51621-94,0,0,1,2016
51622-57,0,0,0,2016
51623-20,0,0,0,2016
51625-09,0,1,1,2016
51625-27,0,0,1,2016
51625-72,0,0,1,2016
51625-90,0,1,1,2016
51626-26,0,0,1,2016
51627-16,0,1,1,2016
51629-14,0,0,1,2016
51631-48,0,0,1,2016
51634-00,0,1,0,2016
51638-05,0,1,0,2016
51638-23,0,0,0,2016
51638-41,0,0,0,2016
51638-59,0,0,0,2016
51639-67,0,1,1,2016
51639-76,0,0,1,2016
51639-94,0,1,1,2016
51640-48,0,1,1,2016
51640-57,1,1,1,2016
51641-56,0,0,0,2016
51648-49,0,0,0,2016
51648-58,0,0,0,2016
51653-62,0,1,1,2016
51654-16,0,0,0,2016
51655-96,0,0,0,2016
51656-23,0,0,0,2016
51658-75,0,1,0,2016
51661-18,0,1,1,2016
51663-16,0,1,1,2016
51666-31,0,1,1,2016
51668-02,0,0,0,2016
51669-64,0,0,0,2016
51670-09,0,1,1,2016
51675-76,0,0,1,2016
51681-16,0,0,1,2016
51681-25,0,0,1,2016
51686-20,0,0,1,2016
51687-19,0,1,1,2016
51690-70,0,0,1,2016
51691-87,0,0,1,2016
51692-05,0,0,0,2016
51692-32,0,0,0,2016
51695-47,0,1,1,2016
51696-19,1,0,1,2016
51696-64,0,1,0,2016
51700-69,0,0,1,2016
51702-67,0,1,1,2016
51704-83,0,1,0,2016
51709-96,0,1,0,2016
51720-40,0,0,0,2016
51721-12,0,0,1,2016
51724-63,0,1,1,2016
51730-12,0,0,1,2016
51730-21,1,0,1,2016
51733-00,0,0,1,2016
51733-90,0,0,1,2016
51734-08,0,1,1,2016
51736-24,0,1,0,2016
51738-58,0,0,1,2016
51747-13,0,0,0,2016
51750-55,0,1,0,2016
51751-81,0,1,0,2016
51752-98,0,0,1,2016
51754-87,0,0,1,2016
51755-05,0,0,0,2016
51755-50,0,1,1,2016
51756-04,0,0,0,2016
51759-01,0,0,0,2016
51762-25,0,1,1,2016
51763-51,0,0,0,2016
51768-10,0,1,1,2016
51779-44,0,0,0,2016
51779-53,0,1,0,2016
51779-71,0,1,0,2016
51781-42,0,0,1,2016
51782-14,0,0,1,2016
51956-65,0,0,0,2016
51981-22,0,0,0,2016
52107-58,0,1,1,2016
52112-53,1,1,1,2016
52113-70,0,0,1,2016
52116-22,0,0,1,2016
52116-76,0,0,1,2016
52117-12,1,0,1,2016
52123-96,0,0,0,2016
52125-76,0,0,0,2016
52125-85,0,0,0,2016
52129-99,0,1,1,2016
52130-17,0,0,1,2016
52132-51,0,0,1,2016
52134-22,1,0,0,2016
52135-93,0,1,0,2016
52136-74,0,0,1,2016
52136-92,0,1,1,2016
52137-01,0,1,1,2016
52140-79,0,0,1,2016
52148-44,0,0,1,2016
52149-25,0,0,0,2016
52153-84,0,0,1,2016
52155-73,0,0,0,2016
52155-91,0,0,0,2016
52157-26,0,0,0,2016
52157-71,0,1,1,2016
52157-80,0,0,0,2016
52162-93,0,0,1,2016
52163-20,0,0,1,2016
52166-62,0,0,1,2016
52171-66,0,1,1,2016
52172-20,0,0,0,2016
52173-28,0,1,1,2016
52180-48,0,0,1,2016
52180-75,0,0,1,2016
52184-71,0,0,1,2016
52188-67,0,0,0,2016
52191-46,0,0,0,2016
52195-24,0,0,1,2016
52196-50,0,0,1,2016
52200-28,0,1,0,2016
52201-09,0,1,1,2016
52202-35,0,1,1,2016
52202-44,0,0,0,2016
52204-87,0,0,1,2016
52206-58,0,1,1,2016
52206-94,0,1,0,2016
52209-10,0,1,0,2016
52211-62,0,0,1,2016
52213-33,0,1,0,2016
52224-13,1,0,1,2016
52225-66,0,1,1,2016
52225-75,0,1,1,2016
52232-95,0,1,0,2016
52233-76,0,1,1,2016
52237-54,0,0,1,2016
52237-72,0,0,1,2016
52237-99,0,1,0,2016
52239-34,0,0,1,2016
52242-13,0,0,0,2016
52242-22,0,1,1,2016
52242-40,1,1,1,2016
52244-38,0,1,1,2016
52247-89,0,0,0,2016
52248-52,0,1,1,2016
52255-72,0,0,0,2016
52260-94,1,1,1,2016
52266-52,0,1,0,2016
52267-69,0,1,1,2016
52268-50,0,0,1,2016
52272-28,0,1,0,2016
52273-45,0,0,1,2016
52274-89,0,0,1,2016
52281-10,0,0,1,2016
52281-19,0,1,1,2016
52281-82,0,1,1,2016
52282-99,0,0,1,2016
52283-62,0,0,0,2016
52283-71,0,1,0,2016
52284-61,0,0,0,2016
52284-70,0,0,0,2016
52291-90,0,1,0,2016
52296-76,0,1,1,2016
52298-74,0,0,0,2016
52298-92,0,0,0,2016
52299-64,0,1,1,2016
52304-50,0,0,0,2016
52316-65,0,0,1,2016
52317-28,0,0,1,2016
52317-73,0,1,1,2016
52320-25,0,0,1,2016
52321-42,1,0,1,2016
52325-38,0,1,1,2016
52326-01,0,0,1,2016
52326-10,0,0,0,2016
52329-25,0,0,1,2016
52332-40,0,1,0,2016
52337-26,0,0,0,2016
52337-44,0,0,1,2016
52337-71,0,1,1,2016
52339-60,0,1,1,2016
52341-67,1,0,1,2016
52343-92,1,1,1,2016
52344-19,0,0,0,2016
52344-55,0,0,0,2016
52346-53,0,0,1,2016
52346-71,0,1,1,2016
52348-33,0,1,1,2016
52348-42,0,0,1,2016
52352-74,0,0,0,2016
52353-37,0,1,0,2016
52353-46,0,1,0,2016
52353-55,0,1,1,2016
52355-26,0,1,1,2016
52358-05,0,0,0,2016
52359-22,1,0,1,2016
52359-49,0,0,1,2016
52360-57,0,0,1,2016
52363-99,0,0,0,2016
52364-44,0,0,1,2016
52364-53,1,0,0,2016
52364-98,0,0,0,2016
52365-34,0,1,1,2016
52365-70,0,0,0,2016
52366-51,0,0,1,2016
52367-05,1,0,1,2016
52367-23,0,0,1,2016
52369-93,0,1,0,2016
52370-29,0,0,1,2016
52370-83,0,0,1,2016
52370-92,0,0,1,2016
52371-46,0,0,1,2016
52371-64,1,0,1,2016
52372-18,0,1,0,2016
52372-27,0,1,0,2016
52372-45,0,1,1,2016
52372-72,0,0,0,2016
52373-26,0,1,1,2016
52376-14,0,1,1,2016
52377-22,1,0,0,2016
52382-44,0,0,0,2016
52382-98,0,0,0,2016
52383-79,0,0,0,2016
52383-97,0,0,1,2016
52384-06,0,0,1,2016
52384-15,0,0,0,2016
52384-42,0,0,1,2016
52385-23,0,1,0,2016
52385-59,0,0,0,2016
52386-40,0,0,1,2016
52388-92,0,1,1,2016
52390-00,0,0,0,2016
52498-72,0,0,1,2016
52498-99,0,0,1,2016
52504-12,0,0,0,2016
52506-19,0,0,1,2016
52506-28,0,0,1,2016
52506-82,0,0,1,2016
52507-00,0,0,0,2016
52507-54,1,1,1,2016
52507-90,0,0,1,2016
52508-08,0,0,1,2016
52514-20,0,1,0,2016
52515-28,0,1,1,2016
52516-09,0,0,1,2016
52524-82,0,1,1,2016
52537-24,0,1,1,2016
52539-85,0,1,0,2016
52540-66,0,0,0,2016
52559-83,0,0,1,2016
52563-61,0,0,1,2016
52563-79,0,0,1,2016
52565-05,0,1,1,2016
52567-03,0,0,1,2016
52568-20,0,0,1,2016
52568-38,0,1,1,2016
52575-04,0,0,1,2016
52575-67,0,0,0,2016
52577-38,0,0,0,2016
52577-92,0,1,1,2016
52579-18,0,0,0,2016
52579-81,1,0,0,2016
52582-96,0,0,1,2016
52586-47,1,0,0,2016
52588-54,0,0,1,2016
52589-44,0,1,1,2016
52589-80,1,1,1,2016
52589-98,1,0,1,2016
52590-43,0,0,1,2016
52593-04,0,0,0,2016
52596-01,0,0,0,2016
52598-08,0,1,0,2016
52604-38,0,1,1,2016
52604-65,0,0,1,2016
52604-74,0,1,1,2016
52606-36,0,1,1,2016
52606-90,0,0,0,2016
52610-23,0,0,1,2016
52615-00,0,0,1,2016
52618-96,0,1,1,2016
52642-09,1,0,1,2016
52643-71,0,0,0,2016
52646-23,1,1,1,2016
52648-03,1,1,1,2016
52648-93,0,1,1,2016
52649-11,0,0,1,2016
52653-25,0,1,1,2016
52654-87,0,1,1,2016
52672-78,0,1,1,2016
52678-36,0,0,1,2016
52678-54,0,1,1,2016
52679-89,0,0,1,2016
52681-42,0,1,1,2016
52682-95,0,0,1,2016
52683-58,0,1,0,2016
52685-74,0,0,0,2016
52687-99,0,1,0,2016
52688-71,0,0,1,2016
52689-16,1,0,1,2016
52689-61,0,0,0,2016
52697-53,0,0,0,2016
52698-52,0,0,0,2016
52703-74,0,1,1,2016
52705-63,0,1,1,2016
52705-81,0,0,1,2016
52705-90,0,0,0,2016
52711-75,0,1,1,2016
52714-81,0,0,1,2016
52715-62,0,0,1,2016
52718-50,0,0,0,2016
52721-11,0,0,0,2016
52725-16,0,0,1,2016
52730-92,1,0,1,2016
52735-51,0,0,0,2016
52736-14,0,0,0,2016
52743-25,0,0,0,2016
52743-52,0,0,0,2016
52743-88,0,0,0,2016
52744-87,0,1,0,2016
52745-05,0,1,0,2016
52748-83,0,1,1,2016
52749-28,0,1,0,2016
52749-73,0,1,1,2016
52750-18,0,1,1,2016
52750-99,0,0,1,2016
52751-80,0,1,1,2016
52753-96,0,0,1,2016
52755-85,0,1,1,2016
52757-11,0,0,1,2016
52757-74,0,0,1,2016
52758-10,0,0,1,2016
52758-82,0,0,0,2016
52760-98,0,0,0,2016
52761-16,0,0,0,2016
52765-57,0,1,1,2016
52773-04,0,1,1,2016
52774-75,0,1,0,2016
52775-83,0,1,1,2016
52782-76,0,0,0,2016
52790-68,0,0,0,2016
52791-40,0,0,0,2016
52791-85,1,0,1,2016
52794-10,0,0,0,2016
52797-88,0,0,1,2016
52798-24,0,0,0,2016
52799-59,0,0,0,2016
52813-63,0,1,1,2016
52815-70,0,1,1,2016
52819-93,0,1,1,2016
52827-67,0,1,1,2016
52830-64,1,0,1,2016
52833-25,0,0,1,2016
52833-34,0,1,1,2016
52836-94,0,0,0,2016
52837-03,0,0,0,2016
52838-74,0,1,1,2016
52839-82,0,1,0,2016
52839-91,0,0,0,2016
52843-33,0,0,0,2016
52852-69,0,0,1,2016
52854-85,1,0,1,2016
52858-63,0,1,1,2016
52862-05,0,0,0,2016
52869-52,0,0,1,2016
52871-23,0,1,0,2016
52871-95,0,0,1,2016
52873-03,0,0,0,2016
52874-92,0,1,1,2016
52879-60,0,0,1,2016
52898-32,0,1,0,2016
52898-41,0,0,0,2016
52899-04,0,1,0,2016
52899-76,0,0,0,2016
52902-10,0,0,1,2016
52903-63,1,0,1,2016
52907-41,0,0,0,2016
52910-92,0,0,1,2016
52912-00,0,1,1,2016
52913-08,0,0,1,2016
52916-50,0,0,1,2016
52917-22,0,1,1,2016
52925-23,0,1,1,2016
52930-27,0,1,1,2016
52947-10,0,1,0,2016
52947-19,0,0,1,2016
52959-43,1,0,1,2016
52961-14,0,1,0,2016
52968-70,1,0,1,2016
52970-68,0,0,1,2016
52970-77,1,0,1,2016
52976-71,0,0,0,2016
52981-12,1,0,1,2016
52984-18,0,0,0,2016
52984-99,0,1,1,2016
52985-44,0,1,1,2016
52990-84,1,1,1,2016
52991-29,0,0,1,2016
52996-42,0,0,1,2016
53002-18,0,0,1,2016
53003-17,0,0,0,2016
53003-26,0,1,1,2016
53005-78,0,1,1,2016
53007-31,0,1,1,2016
53008-84,1,0,1,2016
53010-82,0,0,0,2016
53010-91,0,0,0,2016
53015-68,0,1,1,2016
53015-77,0,0,0,2016
53228-80,0,0,1,2016
53279-47,0,0,0,2016
53279-74,0,0,1,2016
53281-27,0,0,1,2016
53284-51,0,0,1,2016
53290-90,0,0,0,2016
53301-07,1,1,1,2016
53301-16,0,1,1,2016
53315-65,0,1,1,2016
53316-37,1,1,1,2016
53317-72,1,1,1,2016
53317-90,0,0,0,2016
53319-70,0,0,0,2016
53324-02,1,1,1,2016
53324-20,0,0,1,2016
53325-55,0,1,1,2016
53326-54,0,0,1,2016
53327-17,0,0,1,2016
53329-24,0,0,0,2016
53330-32,0,0,0,2016
53333-02,1,1,1,2016
53333-83,0,1,1,2016
53334-37,0,1,0,2016
53334-46,1,0,1,2016
53334-64,0,1,1,2016
53335-90,0,1,0,2016
53336-17,0,0,1,2016
53336-62,0,1,0,2016
53343-19,0,1,1,2016
53345-35,0,1,1,2016
53345-44,0,1,1,2016
53346-25,0,1,1,2016
53347-78,0,0,1,2016
53351-92,0,1,1,2016
53353-81,0,0,0,2016
53354-71,0,0,1,2016
53356-96,0,1,0,2016
53357-95,0,1,1,2016
53360-02,1,0,1,2016
53366-41,0,0,1,2016
53366-50,0,1,1,2016
53367-94,0,1,1,2016
53369-02,0,1,1,2016
53369-29,0,0,0,2016
53370-37,1,0,1,2016
53375-32,0,0,0,2016
53381-17,0,0,0,2016
53388-28,0,1,1,2016
53389-00,0,1,1,2016
53389-63,0,0,1,2016
53393-41,0,0,1,2016
53395-75,0,1,1,2016
53398-18,0,1,0,2016
53398-54,0,0,1,2016
53399-98,0,1,1,2016
53402-68,1,0,1,2016
53403-58,0,0,1,2016
53406-01,0,0,1,2016
53406-37,0,1,0,2016
53406-55,0,0,0,2016
53406-91,0,1,1,2016
53407-63,0,0,1,2016
53408-89,0,0,0,2016
53410-15,0,1,0,2016
53411-68,0,0,0,2016
53414-20,0,0,1,2016
53414-56,0,0,0,2016
53421-49,0,0,0,2016
53430-22,0,1,1,2016
53437-15,0,1,1,2016
53437-60,0,0,1,2016
53443-09,0,1,1,2016
53450-56,1,0,0,2016
53451-01,0,0,1,2016
53451-10,0,0,1,2016
53452-18,0,0,1,2016
53452-81,0,1,1,2016
53456-77,0,0,0,2016
53458-21,0,0,1,2016
53460-37,0,1,0,2016
53462-80,0,1,0,2016
53465-95,0,1,0,2016
53468-29,0,0,1,2016
53468-92,0,0,1,2016
53476-93,0,0,0,2016
53480-53,0,0,0,2016
53482-87,0,0,1,2016
53483-86,0,0,1,2016
53486-47,0,0,0,2016
53486-65,0,1,1,2016
53487-28,0,1,1,2016
53492-05,0,0,1,2016
53497-81,0,0,1,2016
53498-35,0,0,1,2016
53503-93,0,0,1,2016
53506-36,0,0,1,2016
53509-60,0,0,0,2016
53510-77,0,1,0,2016
53512-30,0,0,0,2016
53517-70,1,1,0,2016
53518-60,0,0,0,2016
53521-48,0,1,1,2016
53524-09,0,0,1,2016
53527-24,1,0,1,2016
53538-22,0,1,1,2016
