Investor_Id,hhi,year,status,first,IT,early,age
11202-04,0.08665627088438406,2018,-0.49127341191443535,0,1,1,12
11203-21,0.04359495229301321,2018,-0.2939454391536901,0,1,0,21
11203-30,0.09602076124567477,2018,1.243968747646332,0,1,1,16
11204-20,0.05356596265687175,2018,1.3806144853576483,0,0,1,12
11205-64,0.052934018388318016,2018,1.4713336464226972,0,1,0,21
11206-54,0.06114398422090729,2018,-9.530360199665568e-4,0,1,1,21
112076-65,0.38666666666666666,2018,-0.17541667166379274,0,1,1,3
11208-16,0.07930795847750863,2018,1.400042672334958,0,0,1,20
11208-43,0.09325541757974193,2018,-1.3550772672132332,0,0,1,12
11208-79,0.032330911965072075,2018,-1.695822765194618,0,0,0,23
11209-51,0.07831598008148485,2018,1.0318375309110703,0,1,1,13
11210-32,0.06348750359092216,2018,-0.3999553150317119,0,0,0,22
11211-40,0.04065234567165067,2018,0.3441147358069015,0,1,0,25
11211-76,0.06799999999999996,2018,0.3744009818470426,0,1,1,15
11213-92,0.08454013413644323,2018,1.3056072985375122,0,1,1,22
11215-54,0.04647692492021479,2018,0.848847791495246,0,1,1,18
11215-63,0.03732679800169667,2018,-1.2062280126008706,0,0,1,16
11216-26,0.0609696712407447,2018,-0.4810286120222708,0,1,1,16
11216-62,0.12320000000000002,2018,2.1618495907239055,0,1,0,18
11216-98,0.04057351724426849,2018,0.1394940919783861,0,1,1,19
11217-61,0.05197278911564625,2018,-1.7758957852358885,0,0,0,19
11219-05,0.03772112382934444,2018,-1.7632922058324922,0,0,1,16
11220-22,0.037412948038079236,2018,0.6655849875550841,0,1,0,21
11220-94,0.44000000000000006,2018,-1.6698692588891024,0,0,0,8
11222-20,0.10802469135802471,2018,0.2986394504739856,0,0,1,13
11223-19,0.05555555555555555,2018,-2.3008852075252,0,1,1,16
11223-28,0.06363800252388681,2018,1.934695452408321,0,1,0,14
11224-18,0.059481177395405684,2018,-0.9563264414948042,0,1,1,22
11227-60,0.03061148581630625,2018,0.19351511515242548,0,0,1,13
11228-32,0.25,2018,0,1,0,0,22
11228-50,0.02718504540249352,2018,-0.39439572963458774,0,0,0,25
11228-95,0.18462507876496534,2018,-0.5800598461538694,0,0,0,23
11229-04,0.051265495867768594,2018,-1.5264658637406674,0,0,1,15
11229-85,0.07102040816326533,2018,-0.13103130467443186,0,1,1,22
11230-12,0.09191111111111112,2018,0.29452396859120616,0,1,1,19
11230-66,0.047532820280669956,2018,-1.3620211031355394,0,1,0,19
11233-54,0.5,2018,0,NA,NA,NA,7
11234-26,0.1489301602994139,2018,0.5140072205342175,0,0,0,19
11234-35,0.03983353151010703,2018,-0.373626778040635,0,1,0,18
11237-14,0.07330392774627179,2018,-0.4753087597525355,0,0,1,20
11237-50,0.04053040708595357,2018,-0.3514620874114665,0,1,1,23
11237-59,0.146484375,2018,0.491728776263325,0,1,1,15
11237-68,0.0492082049101924,2018,1.2680306630451879,0,0,1,21
11237-95,0.038777936858453245,2018,0.2015668973648603,0,1,0,25
11238-49,0.19696969696969702,2018,2.294902867472466,0,0,1,18
11240-02,0.09234567901234568,2018,-0.6080804820248772,0,1,1,18
11240-47,0.0654510324839995,2018,-0.3298414005206885,0,1,0,21
11241-82,0.16170132325141778,2018,-0.014751792799259436,0,0,0,22
11241-91,0.14479999999999998,2018,1.7333446958511547,0,1,0,20
11242-54,0.04313105241708554,2018,0.2587854689790247,0,1,1,20
11244-34,0.07209266880048774,2018,1.7145222289038458,0,0,1,14
11244-52,0.06555555555555556,2018,-1.758366305998085,0,1,0,19
11246-68,0.10836762688614539,2018,-0.22086405914547158,0,1,0,21
11246-86,0.0625,2018,-1.4168585227475547,0,1,1,16
11247-40,0.03117187499999998,2018,-0.502869307385409,0,0,0,19
11247-67,0.056245434623813026,2018,-0.037679063895300714,0,0,1,16
11247-94,0.06925207756232685,2018,0.6686132103028809,0,0,1,19
11248-12,0.09467455621301776,2018,1.0041786204250918,1,1,1,17
11248-93,0.037742084737920525,2018,-0.8644229107433665,0,1,0,21
11250-28,0.06448979591836734,2018,0.41981395226861606,0,0,1,12
11250-91,0.18950437317784255,2018,-2.0558832715611683,0,0,1,19
11251-81,0.03060307965609613,2018,-0.006477180120246544,0,1,1,25
11252-44,0.12323994774277833,2018,0.6527700507390897,0,0,0,22
11252-98,0.10627218934911244,2018,1.3803178695660787,0,0,0,14
11253-52,0.05719008264462813,2018,-1.4280317218168757,0,1,1,17
11254-42,0.07350255661066471,2018,-1.1988565491812846,0,1,1,12
11254-69,0.1836734693877551,2018,-4.307411098784285,0,0,0,13
11255-50,0.07789420527711147,2018,-1.980099830847306,0,1,0,17
11255-59,0.04806652244456462,2018,-2.71884625566918,0,1,1,19
11255-77,0.59375,2018,1.3795069347119422,0,0,1,17
11256-40,0.05819332846359872,2018,-0.36624909316636944,0,1,0,20
11257-57,0.08428720083246617,2018,-1.8793340925314395,0,1,0,17
112574-89,0.5,2018,0,0,0,1,3
11258-56,0.05088,2018,-0.10279827889381311,0,1,1,19
11258-83,0.04714493328048619,2018,-0.10740415512818462,0,1,0,24
11260-45,0.050123456790123457,2018,1.9445007112097719,0,1,1,14
11261-80,0.27170138888888895,2018,-1.580308366587773,0,0,0,21
11261-89,0.05907092761825931,2018,0.3488635765937096,0,1,1,19
11262-52,0.07779237296970454,2018,-0.5898474000755763,0,0,1,24
11262-88,0.09119999999999999,2018,-1.2569627082746244,0,1,0,23
11263-15,0.11463844797178128,2018,0.2808382706577791,0,1,0,16
11263-51,0.19593375043253,2018,-1.0794550370269045,0,0,0,24
11263-87,0.07653599545491438,2018,-0.31242895939796766,0,1,1,16
11264-68,0.055401662049861494,2018,-0.467162455244385,0,0,1,17
11265-22,0.10124917817225502,2018,-0.5175152064929464,0,0,0,14
112657-69,1,2018,0,NA,NA,NA,0
11266-84,0.096015625,2018,0.05033629686128631,0,0,0,18
11268-55,0.03540361964952603,2018,-0.4584551846310479,0,1,1,22
11268-64,0.056423611111111126,2018,0.8102867081461144,0,1,0,18
11270-26,0.11090991398822994,2018,-1.5353382661517787,0,1,1,16
11270-53,0.04320970002001773,2018,-2.053433386612419,0,1,1,16
11270-71,0.17655954631379958,2018,-0.7772280730806426,0,0,0,19
11272-78,0.07971345831428137,2018,0.12084404852272178,0,1,0,21
112722-76,0.125,2018,0.010608111734406053,0,0,0,3
11273-95,0.08656249999999996,2018,-0.35382081621602485,0,1,1,19
11274-04,0.03721288856423993,2018,-0.37661005462373215,0,1,0,20
11274-22,0.05244202214333798,2018,0.33760981717393795,0,0,1,22
11275-75,0.050089179548157024,2018,0.6008694304517461,0,1,0,18
11276-38,0.07029478458049886,2018,-1.7687674792773485,0,1,1,19
11278-18,0.3213296398891966,2018,-0.24783962598834505,0,0,0,17
11278-54,0.04530612244897961,2018,-2.060082060686989,0,0,1,12
11281-06,0.051216642984538444,2018,0.8923485832775362,0,1,1,24
11282-32,0.08884688090737242,2018,-0.5155462639804362,0,1,1,21
11282-77,0.190204081632653,2018,-1.6248742611790772,0,0,1,17
11284-48,0.0756081525312294,2018,-0.5229974860030352,0,1,1,18
11285-20,0.05479999999999999,2018,-0.9935656374246393,0,0,0,16
11286-73,0.17580340264650282,2018,1.1167711950245307,0,0,0,18
11288-17,0.11407755432453454,2018,1.178472034369604,0,0,0,20
112889-26,0.0847750865051903,2018,0.008611446914831183,0,0,1,4
11290-51,0.04236913949540118,2018,-1.8914610783854093,0,1,1,21
11291-32,0.05604938271604936,2018,1.0080599798351184,0,0,0,24
11293-66,0.0906478666176618,2018,1.9984037859821044,0,1,0,20
11293-84,0.07804370447450572,2018,0.42647049947918597,0,0,1,22
112949-20,0.20000000000000004,2018,-2.9375567111627627,0,1,1,1
11295-73,0.03818143001155128,2018,1.5871242249196094,0,1,1,25
11296-45,0.08181054400336063,2018,-0.19000996529397912,0,1,1,22
112962-07,0.11224489795918369,2018,8.016034939637797e-14,0,0,1,5
11300-05,0.09477124183006538,2018,0.03301296334207973,0,0,1,22
11300-14,0.12476370510396984,2018,0.1689251958629971,0,0,1,23
11300-32,0.05900105628489508,2018,-0.5815069936615378,0,0,1,17
113001-94,0.2662721893491124,2018,-0.3724407137416109,0,0,0,3
11303-02,0.05465123966942145,2018,0.11339054705147006,0,1,1,13
11303-11,0.047324613555291356,2018,-0.5494387972786876,0,0,1,20
113035-96,0.11564625850340132,2018,2.3468982370405432e-14,0,1,1,5
11306-17,0.2142857142857143,2018,1.9632759973719915,0,1,0,18
11306-71,1,2018,0,0,0,0,16
113061-61,0.13265306122448978,2018,0.5230881163562277,0,0,1,6
11307-34,0.06299603174603174,2018,-0.5383186457600384,0,1,1,19
11308-51,0.05162324544826595,2018,1.2946179821913146,0,1,0,25
11310-85,0.08506944444444439,2018,-0.07366635282131113,0,1,1,16
113110-12,0.10714285714285719,2018,-3.6669182653964856,1,0,1,3
11312-11,0.1379962192816635,2018,0.6688099431470403,0,1,1,17
11313-10,0.0719381688466112,2018,0.2684951725690386,0,1,1,19
11313-82,0.07851239669421486,2018,0,0,1,0,14
11314-45,0.2899408284023669,2018,0,0,1,1,13
11315-62,0.04582899757197364,2018,-1.1494468594595368,0,1,1,14
11317-33,0.1292517006802721,2018,2.223631210196203,0,1,0,16
11318-77,0.03272727272727272,2018,-0.8317911692352784,0,1,0,24
11318-86,0.0782248520710059,2018,1.5391893159305488,0,1,1,21
11319-04,0.19979188345473464,2018,-0.79105856641589,0,1,1,18
11320-03,0.05676020408163265,2018,-1.0183201241896944,0,0,1,18
11320-39,0.10422437673130186,2018,-0.6587496335303905,0,1,1,13
11320-66,0.058196903945930474,2018,-1.3989882407278968,0,1,1,22
11321-29,0.05457013003408659,2018,0.6846504058638893,0,1,1,13
11322-28,0.07449269614647364,2018,1.46929132676693,0,0,0,24
11323-45,0.08298839379920461,2018,-0.709781196657935,0,1,1,13
11324-08,0.09531249999999994,2018,1.825198430636715,0,0,1,19
11324-26,0.08924042989977056,2018,-2.155664193840827,0,1,1,20
113241-52,0.11909262759924388,2018,-1.9547372492222137,0,1,1,4
11326-33,0.04384407016286706,2018,0.2035205468164342,0,0,0,25
11327-32,0.10344827586206899,2018,-0.9025775191114916,0,0,1,20
11327-41,0.11333333333333334,2018,0,0,1,1,23
11327-68,0.14186851211072665,2018,0.6291773380850911,0,0,1,16
11328-40,0.1859504132231405,2018,0,0,1,1,19
11328-58,0.11749497270899166,2018,0.030330052837851333,0,0,0,18
11328-67,0.08178595036355989,2018,0.010673042209387428,0,1,1,21
11329-48,0.0900723208415516,2018,-2.12965784556184,0,1,0,13
11330-29,0.19526627218934914,2018,1.7988202716389807e-15,0,0,1,9
11330-83,0.06257608960311663,2018,0.1582173750735322,0,1,1,19
11331-01,0.059200000000000016,2018,0.5655778629214548,0,1,1,18
11331-37,0.03797714091581935,2018,-0.2778558180834966,0,1,1,21
11331-91,0.0604115226337449,2018,-0.2427643318613491,0,1,1,21
11333-26,0.04710083540773374,2018,1.383336709937648,0,1,1,23
11333-44,0.03525309917355371,2018,0.14410572236102714,0,0,1,19
11335-42,0.030172193877550994,2018,0.31815051234142894,0,1,0,24
11335-51,0.0554016620498615,2018,2.9939327297111515,0,0,0,16
11336-32,0.0453985841797476,2018,-1.2170849185290253,0,1,1,20
11338-48,0.07008264462809917,2018,-1.630747845764648,0,0,1,19
11338-84,0.05103969754253309,2018,3.116051561245557,0,0,0,16
11338-93,0.09504132231404955,2018,0.28272442926565156,0,1,1,20
11339-11,0.08026159334126041,2018,-0.5532706402838609,0,1,1,15
11341-90,0.06508875739644972,2018,-0.059723535080527704,0,0,1,11
113646-97,0.2022684310018903,2018,-1.1158959758275895,0,1,1,5
11373-85,0.1495726495726496,2018,0.6395715110899849,0,0,0,16
113780-71,0.1527777777777778,2018,1.0788368239976593,0,0,1,17
113995-54,0.10720000000000005,2018,0.2641862920082794,0,1,1,10
114018-76,0.07421875,2018,7.756963540536279e-14,0,1,0,8
114344-38,0.15702479338842976,2018,-1.775789868321141,0,1,0,3
11435-05,0.04910996086352732,2018,0.2337338021392675,0,0,1,18
114486-94,0.25,2018,0,0,0,1,3
114710-05,0.12962962962962965,2018,3.722002581527609,0,1,1,3
114918-31,0.22448979591836735,2018,0,0,1,0,4
114918-94,0.16323731138545952,2018,2.0151092317786197,0,1,1,3
114986-80,0.16000000000000006,2018,0,0,0,1,7
11513-26,0.06139438085327781,2018,2.4393566120545884,0,1,0,16
115187-23,0.1736111111111111,2018,-7.407944770785276e-15,0,1,1,3
115255-36,0.28,2018,-0.4209730180587478,1,0,1,3
115383-61,0.375,2018,2.2009549914206157,0,1,1,2
115611-49,0.1606805293005671,2018,0.6412906788417359,0,1,1,7
115615-54,0.14049586776859505,2018,6.732865065084912,0,0,1,3
11605-96,0.05308641975308641,2018,-1.1641382955057604,0,0,0,20
117632-98,0.1288888888888889,2018,-2.2933413382017442,0,0,0,2
11851-66,0.058765432098765426,2018,-0.9968244472265178,0,1,1,20
118536-94,0.125,2018,0,0,0,1,4
118560-34,0.3827160493827161,2018,0.018564195535210593,0,0,1,3
118594-36,0.10079999999999999,2018,0,0,1,1,5
118627-84,0.25,2018,0.08486489387531657,0,1,1,2
118661-50,0.11531190926275997,2018,-0.5325907837774007,1,0,1,4
11867-23,0.03040927684053153,2018,0.6440122812288062,0,1,1,22
118725-85,0.09090909090909088,2018,-2.329130327476832,0,1,1,4
11877-94,0.08568196814025825,2018,0.5486537795336494,0,1,1,19
118790-74,0.10400390625,2018,-0.4214256689643379,0,0,1,5
118853-56,0.5555555555555556,2018,1.0916151531342346,0,1,1,2
118868-32,0.2777777777777778,2018,0.33939173821179275,0,0,0,6
118979-02,0.14049586776859505,2018,0.32133848228652767,0,1,1,4
119013-13,0.20000000000000004,2018,0.0802740699184748,0,0,1,3
119045-26,0.24000000000000002,2018,0,0,1,1,3
119049-31,0.3333333333333333,2018,0,0,1,1,5
119217-79,0.25925925925925924,2018,0,0,1,1,5
119406-79,0.34375,2018,-1.5616373087829813,0,0,1,3
119423-08,0.16666666666666669,2018,0.010608111734406053,0,1,1,3
120200-86,0.173469387755102,2018,0.40411751437361315,0,1,1,5
120508-30,0.10204081632653064,2018,0.7926630922185262,0,1,1,3
120542-50,0.24000000000000007,2018,1.649243251324061,0,1,1,4
120589-93,0.26000000000000006,2018,1.1082198271600772,0,1,1,2
12062-44,0.3125,2018,0.1175105424126611,0,1,0,17
120647-17,0.1015625,2018,0,0,0,1,4
120668-32,0.3600000000000001,2018,0.10886665758767763,0,0,1,4
120702-34,0.11418685121107267,2018,0.7961374675757149,0,1,1,4
120762-91,0.3580246913580247,2018,1.3209684505439667,0,1,0,4
120863-89,0.13494809688581316,2018,-0.46727923969723656,0,1,1,10
120864-07,0.1388888888888889,2018,0.11686724549182072,0,1,1,7
120873-97,0.1111111111111111,2018,0,0,1,1,4
120990-43,0.16666666666666666,2018,-2.5828961019837067,0,0,0,5
121035-61,0.17159763313609472,2018,0,0,0,1,2
121076-11,0.20987654320987653,2018,-2.7954744656103987,0,0,0,3
121110-40,0.08367626886145402,2018,1.8935900016327347,0,0,1,4
121238-02,0.3333333333333333,2018,0,0,0,1,3
121307-86,1,2018,0,NA,NA,NA,0
121412-80,0.6800000000000002,2018,1.6560149536371767,0,0,1,1
121798-63,0.1764705882352941,2018,-0.435006321091673,0,1,1,6
121922-29,1,2018,0,NA,NA,NA,0
122048-74,0.20000000000000004,2018,-0.35784694720142046,0,0,1,7
122136-40,0.625,2018,0.010608111734406053,1,1,1,2
122272-93,0.11111111111111113,2018,0,0,1,1,3
122326-93,0.18367346938775508,2018,-0.19924285589645543,0,1,1,12
122499-55,0.21875,2018,-0.5525539746791566,1,1,1,3
122656-06,0.28,2018,0,0,0,1,2
122671-63,0.625,2018,0,0,0,0,3
122673-88,0.17355371900826447,2018,0,0,1,1,4
122747-50,0.2345679012345679,2018,-0.9989471788725324,0,0,1,3
122758-48,0.44,2018,0.995238915807305,0,0,1,3
122863-78,0.346938775510204,2018,0.15515100862994985,0,1,1,2
122866-57,0.10204081632653064,2018,0,0,1,1,4
123030-10,0.10249307479224379,2018,0,0,1,1,4
123036-85,0.1266666666666666,2018,-1.4333837390501667e-15,0,1,1,3
123123-88,0.09750566893424033,2018,2.4952074702215907,0,1,0,21
123167-62,0.5555555555555556,2018,0,0,1,1,1
123170-05,0.34375,2018,-1.0914775282016347,0,1,1,3
123358-69,0.19031141868512114,2018,-0.24830423862845907,0,0,1,4
123579-82,0.2839506172839506,2018,-5.478580545188259,0,1,0,2
123700-87,0.375,2018,0,0,0,1,4
123751-99,0.16049382716049382,2018,1.1299915943971002,0,1,1,3
12376-00,0.25,2018,0,1,0,0,7
123826-78,0.05959183673469388,2018,0.17360773392954512,0,0,1,3
124108-57,0.3333333333333333,2018,0.010608111734406053,0,0,1,4
124319-53,0.11909262759924384,2018,0.10613682112634387,0,1,1,7
124408-36,0.21875,2018,0.526099318007862,0,0,1,2
124419-43,0.2066115702479339,2018,0,0,0,1,3
124748-92,0.25,2018,0,0,0,0,2
12478-60,0.10942148760330576,2018,-1.0954483117660059,0,1,1,13
124881-76,0.12426035502958582,2018,0,0,0,1,3
124929-64,0.0806059984268664,2018,-0.9428407990841313,0,0,1,19
124929-73,0.25,2018,0.7624231410015284,0,0,0,2
124999-48,0.25,2018,-1.7527909292047141,0,0,0,3
125027-02,0.17913832199546484,2018,-4.539634462954543,0,0,1,6
125084-71,0.1313634745461018,2018,-0.5754415063908718,0,1,1,4
125193-79,0.5555555555555556,2018,0,0,0,0,2
125262-64,0.1111111111111111,2018,0,0,1,1,3
125375-95,0.18367346938775508,2018,0.2870401911029068,0,1,1,2
125436-34,0.12000000000000002,2018,-0.3305144325369131,0,1,1,4
125461-09,0.19031141868512114,2018,-0.6670702813692153,0,0,1,3
125465-77,0.1953125,2018,0.07874379526625468,0,1,1,3
125471-53,0.52,2018,-0.7508400614463608,0,1,1,3
125768-26,0.25,2018,1.2482879252209376,0,1,0,5
125772-85,0.18000000000000005,2018,1.833547781129987,1,1,1,7
125851-06,0.11342351716961498,2018,-1.461291181274221,0,0,0,4
125876-89,0.08220603537981269,2018,0.848005057265997,0,0,1,4
126033-67,0.16049382716049382,2018,0.010608111734422854,0,0,1,2
126148-15,0.5,2018,0,NA,NA,NA,0
126152-11,0.0998810939357907,2018,1.6179746208534056,0,1,1,11
126201-25,0.25951557093425603,2018,0.10426941137438225,0,1,1,4
126209-71,0.5555555555555556,2018,-0.9728390554806093,0,0,0,1
126290-08,0.07870370370370372,2018,0.4688669282848306,0,0,1,3
126391-60,0.09440000000000001,2018,-0.3332332767388654,0,0,1,5
126448-66,0.12396694214876033,2018,0.3149084401722048,0,1,1,4
126495-73,0.10000000000000003,2018,0,0,1,1,5
126812-62,0.1493383742911153,2018,-1.595089715947319,0,0,1,5
126926-83,0.22222222222222227,2018,2.7465603558107997e-14,0,1,1,7
126970-03,0.12244897959183675,2018,-0.351272637129436,0,1,1,3
127657-90,0.16666666666666669,2018,0,0,1,1,2
128373-22,0.20000000000000004,2018,-1.174792266854462,0,1,0,3
128386-72,0.21201814058956917,2018,0.2098780483367264,0,1,1,4
128386-81,0.42857142857142855,2018,2.036768197512658,0,1,1,3
128432-53,0.3125,2018,2.1602575401528688e-15,0,1,0,3
128476-72,1,2018,0,NA,NA,NA,0
129009-61,0.1597633136094675,2018,-5.973106277135598,0,0,1,3
129039-49,0.28,2018,-0.955399801187207,0,1,0,5
129196-27,0.0703125,2018,0.8527575291893704,0,0,1,2
129296-98,1,2018,0,NA,NA,NA,0
13174-21,0.09569028487947409,2018,-1.5865320626521873,0,0,0,19
13260-88,0.21428571428571425,2018,1.816837308446595,0,0,1,11
133051-42,0.20000000000000004,2018,-0.486036360160062,0,1,0,3
133172-56,0.10714285714285715,2018,0.3024990233015683,0,0,1,3
13473-10,0.11431952662721895,2018,0.847768251888032,0,0,0,14
135307-36,1,2018,0,NA,NA,NA,0
135871-75,1,2018,0.010608111734406053,NA,NA,NA,0
139935-07,0.10775047258979203,2018,0,0,1,1,3
140187-79,0.2777777777777778,2018,-1.0241744794162506,1,0,1,2
140676-31,0.16666666666666669,2018,0,0,1,1,5
14144-86,0.0911111111111111,2018,0.6008580359333678,0,0,0,18
14149-90,0.09465020576131683,2018,-0.5641537763521046,0,0,1,16
14156-65,0.4201183431952663,2018,-1.2403729440849254,0,1,1,10
14188-06,0.271484375,2018,0.3072391143876777,0,0,0,9
14194-54,0.19387755102040805,2018,-1.6691663415838947,1,0,1,10
148122-64,0.1597633136094675,2018,0,0,1,1,3
148770-82,0.042533081285444266,2018,0.08597303584887171,0,1,1,15
148880-98,0.28,2018,0.06025120720954145,0,0,1,3
148990-06,0.06632653061224492,2018,-4.5613563645817884e-14,0,1,1,4
149028-13,0.1288888888888889,2018,0.22574788327228995,0,1,1,3
149120-20,0.08587257617728533,2018,0,0,0,1,5
149184-28,0.5,2018,0,0,1,1,1
149279-77,0.07936507936507935,2018,8.32787920187542e-14,0,1,1,5
149310-01,1,2018,0,NA,NA,NA,0
149325-76,1,2018,0,NA,NA,NA,0
149352-13,0.0772766446423442,2018,-0.1447213633364241,0,1,1,4
149389-75,0.13945578231292527,2018,-1.5758839479805833,0,1,1,3
149516-20,0.1623931623931624,2018,-0.8909575705873314,0,1,1,18
149517-28,0.060216679264298294,2018,-1.137476182294815,0,1,1,3
149538-52,1,2018,0,0,1,1,3
149618-62,0.22222222222222227,2018,0.6472439553558406,0,1,1,4
149677-03,0.08673469387755105,2018,-0.4421358799980365,0,1,1,5
149713-57,0.37499999999999994,2018,-0.1590970585087354,0,0,1,9
149720-23,0.05449826989619382,2018,0.363217449858467,0,0,1,4
149803-12,0.3333333333333333,2018,0,0,0,1,1
149806-90,0.0703125,2018,1.1596996923702227,0,1,1,4
149809-42,0.125,2018,-0.34904964160414703,0,1,1,4
149825-17,1,2018,0.8114810855397198,NA,NA,NA,0
149897-17,0.14000000000000004,2018,-0.42552213351174734,0,0,1,3
149897-35,0.3333333333333333,2018,0,1,0,1,2
149992-21,0.13494809688581316,2018,4.592848408422751e-14,0,1,1,3
150042-52,0.0710059171597633,2018,0.962234985227186,0,0,1,3
150415-75,0.3333333333333333,2018,0,0,1,1,3
150433-93,0.28,2018,-1.4672349901394934,0,0,1,4
150444-19,0.18518518518518517,2018,1.5922189998068592,0,1,1,3
150612-58,0.2345679012345679,2018,-2.653065911904746,0,1,1,2
151082-47,0.16000000000000006,2018,1.817710800650773e-14,0,0,1,3
151085-44,1,2018,0,NA,NA,NA,0
151153-39,1,2018,0,0,0,0,1
151204-33,0.256198347107438,2018,0.33076437518882773,0,0,1,3
151247-80,0.14285714285714285,2018,0.12652676339890648,0,1,1,3
151374-07,0.32000000000000006,2018,-0.4992476966097088,0,1,0,2
151381-45,0.13609467455621305,2018,-0.1962696197968982,0,0,1,6
151461-19,0.28,2018,0,0,1,0,3
151474-96,0.5918367346938775,2018,-1.3482781987873504,0,0,0,2
151582-87,0.07180020811654526,2018,0.1379054525472724,0,0,1,10
152177-23,0.15500685871056244,2018,-9.463047777881333e-15,0,0,1,5
152302-51,0.26530612244897955,2018,0.010608111734451881,1,1,1,2
152407-00,0.24489795918367346,2018,2.6884156016606,0,1,1,2
152468-56,0.5555555555555556,2018,0,0,0,1,4
152499-61,0.625,2018,0.010608111734398032,0,1,0,2
152507-08,1,2018,0,0,1,1,2
152528-68,1,2018,-1.2580767025495534,0,0,0,2
152532-37,1,2018,0,0,1,1,1
152559-64,0.20661157024793386,2018,2.7105287788704637,0,0,1,4
152980-03,0.38775510204081637,2018,-2.267149936934806,0,0,1,17
153017-02,0.26530612244897955,2018,0,0,0,0,2
153042-22,0.2888888888888889,2018,-1.595062203280484,1,1,1,5
153143-11,0.09183673469387751,2018,-0.07835209608945827,0,0,1,3
153309-25,0.09262759924385633,2018,-0.2822737950173356,0,1,1,4
153334-45,0.30612244897959184,2018,-4.1842232009687095,0,0,1,2
153396-64,0.14285714285714285,2018,-0.02367612862704362,0,0,1,2
153413-56,1,2018,0,NA,NA,NA,0
153419-41,0.13223140495867766,2018,0.7569114279199926,0,1,1,4
153466-48,0.16666666666666669,2018,0.38832921884927,0,1,1,1
153472-60,1,2018,0,NA,NA,NA,0
153539-65,0.22,2018,0.041484040209318014,0,1,1,6
153609-94,0.28,2018,0.029172307269616646,0,1,1,3
153756-91,0.14285714285714288,2018,2.620204424655984,0,0,1,10
153826-03,0.19008264462809915,2018,-0.6832001317014982,0,1,1,3
153981-28,0.5555555555555556,2018,1.697913204121259,0,0,0,2
153990-01,0.14792899408284027,2018,-5.0132551626317275e-14,0,1,1,3
154035-46,0.14285714285714285,2018,0.26850961581918137,0,1,1,4
154140-58,0.24000000000000002,2018,-1.0873818325883617,0,0,1,2
154143-37,0.28,2018,0,0,0,0,3
154240-03,0.1875,2018,-0.26553424141689513,0,1,1,3
154279-90,0.7083333333333334,2018,1.1725132153794127,0,0,1,3
154351-72,0.087890625,2018,0.1927238625274033,0,1,1,3
154404-91,0.28,2018,0,0,0,1,4
154449-46,0.19421487603305781,2018,1.131455623656295,0,1,1,8
154669-24,0.10500000000000004,2018,-1.669891869781536,0,1,1,4
154677-97,1,2018,0,NA,NA,NA,0
154717-30,0.15625,2018,0,0,1,1,2
154810-36,0.1875,2018,2.144695947552533,0,0,1,3
154810-45,0.5555555555555556,2018,0,0,0,1,2
154862-38,0.06198347107438017,2018,0.006193360099293771,0,0,1,4
155247-58,0.16479999999999992,2018,-1.3436405663189521,0,1,1,2
155248-48,0.11418685121107267,2018,1.077709276859157,0,0,1,2
155410-30,0.2777777777777778,2018,0,0,0,1,4
155502-82,0.36,2018,-0.12502751508725643,0,0,0,3
155590-75,0.09053069719042664,2018,-0.8883704506377582,0,0,1,4
155734-39,0.16000000000000006,2018,-6.28046022526154e-14,0,0,1,3
155857-15,0.18192627824019025,2018,-1.8134329741120229e-13,0,0,1,7
155859-76,0.07372400756143667,2018,2.746701995089909,0,0,1,3
155941-84,0.20500000000000002,2018,0,0,1,1,4
155949-67,0.25,2018,0.702908073287167,0,0,1,2
155967-94,0.25,2018,0,0,1,1,2
156034-18,0.1015625,2018,-0.6405532090888701,0,1,1,3
156213-82,0.1875,2018,0.010608111734406053,0,1,1,3
156295-45,0.12396694214876033,2018,-3.2542530860655443,0,1,0,3
156594-07,0.28,2018,0.11293831318424997,0,0,1,2
156680-38,0.5,2018,0,0,1,1,4
156736-99,0.0858956556238841,2018,-0.9325634393152854,0,1,1,6
156737-62,1,2018,0,NA,NA,NA,0
157188-97,0.3333333333333333,2018,-3.4151140251768894,0,0,0,2
157208-95,0.5,2018,0,0,0,1,3
157211-74,0.1764705882352941,2018,-0.2638633035620883,0,1,1,2
157263-49,0.5,2018,0,0,1,1,1
157346-56,0.08024691358024691,2018,0.010608111734406053,0,1,1,6
157386-61,0.3333333333333333,2018,-1.193389497266368,0,1,1,2
157412-62,0.13000000000000003,2018,-1.5690296918440967,0,0,1,4
157481-47,0.041950113378684796,2018,0.010608111734406053,0,0,1,8
157623-58,0.3333333333333333,2018,-3.7852691804645335,0,0,0,2
157663-45,0.060546875,2018,0.11894512655787272,0,1,1,5
157664-17,0.07421875,2018,-0.08939717990072295,0,1,0,4
157710-16,0.08024691358024691,2018,1.0907366825457085,0,1,1,2
157761-46,0.1875,2018,1.243983752660296,0,0,1,4
157839-49,0.5022222222222222,2018,1.123648581803427,0,0,1,4
157901-86,1,2018,0,0,1,1,4
158109-67,0.5,2018,-1.0752833717709878,0,1,1,2
158137-48,0.09934562760261745,2018,0.4950502052046327,0,1,1,5
158243-23,0.5555555555555556,2018,0.15441986972584837,0,0,1,3
158421-16,0.16049382716049382,2018,4.508797366706011,0,1,0,2
158505-31,0.52,2018,-1.5874444261390064,0,0,1,4
